RespondentID,SouthernID,HowManySouthernStates ,Male,Age,HouseholdIncome,Education
3186145255,3,8,1,4,5,4
3186144990,0,4,0,3,1,2
3186142644,3,5,1,2,4,5
3186142492,2,9,0,2,4,5
3186141972,3,9,0,3,3,3
3186139720,2,10,1,2,5,5
3186135253,1,13,1,4,3,5
3186132221,3,11,0,4,3,4
3186131368,3,7,0,3,3,4
3186130957,1,10,0,4,5,4
3186124807,0,1,0,3,4,3
3186123034,2,7,0,3,1,2
3186122441,2,12,0,3,2,3
3186122261,2,9,0,1,2,3
3186115958,0,8,1,2,4,4
3186111498,2,5,0,2,,
3186109140,3,11,1,3,5,5
3186105721,1,12,1,4,3,4
3186104626,2,8,1,4,1,2
3186102685,3,6,0,3,4,3
3186100846,0,10,0,4,3,4
3186098826,0,9,,,,
3186096979,1,10,0,2,3,3
3186096566,0,4,1,1,5,2
3186094352,2,10,1,4,3,4
3186093609,0,14,1,1,3,4
3186088932,3,7,0,1,5,3
3186088918,0,18,,,,
3186088572,3,10,1,4,4,4
3186088331,0,9,1,4,3,5
3186080711,0,7,0,4,2,3
3186080274,3,13,1,4,4,4
3186077713,0,15,0,3,3,5
3186076956,0,7,0,4,3,4
3186076295,1,8,1,3,4,4
3186068718,1,8,1,3,4,5
3186065520,2,13,0,4,5,3
3186065158,2,14,1,4,3,3
3186065061,3,9,0,3,3,5
3186064527,2,13,,,,
3186063527,2,13,1,4,4,5
3186062654,3,12,0,2,3,3
3186061650,0,13,0,2,3,5
3186059056,1,10,0,2,5,2
3186058806,0,8,1,4,3,4
3186056432,0,10,1,4,5,4
3186056025,0,14,1,3,2,2
3186052741,2,11,1,4,4,5
3186050692,2,3,0,3,2,4
3186047428,3,7,0,2,3,3
3186045765,3,8,0,4,5,2
3186043005,1,13,0,1,1,3
3186042412,2,11,1,1,1,4
3186042250,0,11,1,4,5,5
3186041198,2,11,1,2,5,4
3186040259,1,6,,,,
3186034789,2,1,1,3,5,3
3186032013,1,14,0,4,3,4
3186031719,2,6,0,3,3,5
3186030510,0,8,,,,
3186028346,0,12,1,4,3,5
3186024298,0,12,1,3,3,5
3186024267,1,6,1,2,2,3
3186023206,2,8,1,4,3,4
3186021803,3,15,1,1,1,4
3186020286,3,11,0,3,4,4
3186017826,2,5,0,4,2,3
3186016878,0,14,1,1,,
3186015150,3,8,1,3,3,3
3186013412,3,11,1,2,1,3
3186013318,2,9,0,1,5,3
3186011928,3,12,,,,
3186011224,2,6,,,,
3186011016,3,14,1,1,2,4
3186010963,1,15,1,1,3,4
3186010812,2,9,0,4,3,5
3186010796,2,7,0,4,3,2
3186006492,3,10,,,,
3186005553,0,10,1,1,1,5
3186001686,3,12,1,4,3,4
3185999900,2,11,1,4,1,3
3185999538,3,10,,,,
3185996309,1,5,,,,
3185994098,3,12,0,2,2,4
3185990336,2,9,1,3,5,5
3185990218,3,12,1,4,1,5
3185988390,3,9,0,2,3,5
3185986395,3,12,1,3,1,3
3185986257,0,9,0,4,1,5
3185986056,3,11,0,1,1,4
3185984802,1,11,0,4,3,5
3185983832,1,11,0,3,5,3
3185982248,1,11,1,4,1,4
3185981216,0,9,0,2,3,4
3185979998,2,12,0,2,3,3
3185979527,3,14,0,3,4,4
3185978941,3,7,0,3,4,2
3185976703,3,8,0,3,1,1
3185974264,2,12,0,4,2,3
3185973645,2,11,1,4,5,3
3185973114,1,10,1,1,3,4
3185971496,3,9,0,3,2,3
3185967200,1,8,0,3,5,5
3185967030,1,14,1,4,1,1
3185965919,3,12,,,,
3185960894,2,7,0,3,4,4
3185959750,3,4,,,,
3185959362,3,8,,,,
3185958476,3,7,0,1,2,3
3185956593,1,9,0,2,4,3
3185954112,1,12,0,3,4,5
3185953724,1,5,0,3,5,3
3185953645,3,12,0,3,3,3
3185952463,2,9,1,1,2,2
3185948231,3,9,0,2,4,3
3185946664,3,5,0,3,4,3
3185946408,3,11,1,2,2,3
3185944186,3,4,0,2,1,4
3185941566,2,4,0,3,5,4
3185936230,2,15,0,2,3,5
3185934459,1,9,0,3,1,3
3185931273,0,12,0,2,3,3
3185930352,2,11,0,4,2,3
3185928663,3,11,1,3,4,3
3185927189,2,8,,,,
3185926867,1,12,1,4,5,4
3185926404,2,10,0,3,5,5
3185925490,2,7,0,3,5,2
3185922611,3,6,0,3,3,4
3185922545,3,7,1,2,2,3
3185922493,1,10,1,4,3,4
3185921957,3,1,,,,
3185920440,0,8,1,2,3,4
3185919398,3,8,,,,
3185918717,1,6,1,2,5,5
3185912855,0,8,1,2,5,4
3185911651,3,1,1,4,3,3
3185910445,2,14,1,3,4,5
3185909865,1,11,0,2,3,4
3185907396,2,1,0,4,,
3185907262,1,11,0,1,2,2
3185907101,0,13,1,2,3,4
3185906048,3,6,0,2,5,2
3185905172,1,9,1,3,2,2
3185903892,0,11,1,2,3,5
3185901019,2,1,0,2,3,5
3185899690,1,9,0,1,2,3
3185899453,1,1,1,2,5,4
3185897295,3,9,1,4,4,3
3185897082,3,14,0,2,2,5
3185893903,0,9,1,2,3,3
3185891893,1,9,1,2,3,3
3185886877,3,9,1,4,5,5
3185886163,1,11,1,1,5,5
3185884356,0,11,1,3,5,5
3185884156,0,11,,,,
3185883826,2,11,1,3,3,5
3185881428,1,10,1,2,2,4
3185881172,0,13,1,2,3,3
3185880259,3,14,1,2,2,5
3185879357,1,5,,,,
3185878081,3,10,0,4,3,5
3185876687,2,9,1,3,3,4
3185873867,0,10,0,2,3,3
3185871822,1,13,1,2,2,2
3185867322,0,13,1,2,5,4
3185863371,1,10,0,4,3,5
3185862228,1,8,0,4,5,4
3185861668,3,1,1,3,4,4
3185861612,2,10,1,3,3,4
3185860960,1,17,1,2,2,2
3185858717,1,8,0,4,5,4
3185858102,3,10,1,4,3,3
3185857482,2,7,1,4,3,5
3185855414,0,8,1,2,3,1
3185854459,3,9,0,3,4,5
3185852245,0,10,0,4,3,3
3185848420,2,5,0,4,3,3
3185848015,1,11,1,2,2,4
3185847539,0,9,1,3,4,5
3185846425,3,10,1,3,3,3
3185846288,3,16,1,2,2,3
3185844286,3,10,1,2,5,4
3185844248,0,14,0,1,5,3
3185838995,1,7,,,,
3185837970,3,14,0,2,3,3
3185836491,3,12,0,4,3,5
3185836282,1,11,0,4,5,5
3185835129,3,10,0,2,3,3
3185835077,2,9,0,3,3,5
3185833150,3,15,0,2,2,4
3185829137,1,7,0,3,5,5
3185827030,0,10,0,4,5,4
3185825832,0,15,0,4,4,5
3185824555,1,10,0,2,2,3
3185824167,0,11,1,1,2,5
3185821665,1,10,1,2,2,3
3185816477,1,10,1,3,5,4
3185816448,3,13,1,2,2,3
3185816389,0,7,0,2,4,4
3185816312,0,9,0,2,2,2
3185814347,1,8,,,,
3185813234,0,15,1,2,5,4
3185812810,0,9,1,4,5,4
3185812447,1,11,,,,
3185811829,0,7,0,2,3,5
3185810946,0,10,1,1,3,5
3185810887,3,3,1,1,5,5
3185810445,0,8,0,4,3,3
3185809812,0,8,,,,
3185809627,1,12,0,3,3,4
3185808418,3,12,0,3,5,3
3185806661,2,10,,,,
3185806258,1,13,1,1,3,3
3185803555,2,9,,,,
3185802461,1,11,0,2,3,5
3185802349,0,12,1,2,5,4
3185800437,3,8,0,2,3,4
3185798876,0,7,,,,
3185798600,3,10,0,3,3,4
3185798513,1,8,0,3,5,5
3185794575,2,8,1,1,5,4
3185794232,0,1,1,1,1,3
3185794181,1,13,0,4,5,3
3185792505,0,10,,,,
3185790887,0,4,0,4,5,5
3185789980,0,12,1,1,1,3
3185789855,0,4,1,2,3,3
3185789403,2,9,1,4,4,4
3185788072,0,6,0,4,3,4
3185787371,0,9,1,1,2,2
3185786443,2,14,1,2,1,3
3185785693,1,22,1,1,1,2
3185784730,3,12,0,3,5,4
3185784646,2,6,1,2,3,3
3185784532,2,9,0,3,5,3
3185782263,3,8,0,4,3,5
3185781559,3,11,1,3,3,5
3185780285,3,9,1,4,5,4
3185779882,0,9,1,2,3,4
3185779588,0,8,0,4,1,3
3185778078,3,8,0,4,4,5
3185777163,3,5,0,3,5,3
3185776592,0,3,1,3,2,4
3185776084,0,6,0,3,2,5
3185775791,3,7,0,3,3,5
3185773803,1,13,,,,
3185773716,2,11,0,2,1,4
3185771472,3,7,,,,
3185770872,0,12,1,2,3,5
3185769969,0,8,0,3,4,3
3185769549,3,8,0,2,5,3
3185768887,0,13,1,1,3,4
3185768723,3,6,0,3,2,3
3185767434,0,9,1,1,1,4
3185766494,2,1,0,4,3,3
3185765592,1,5,0,2,4,3
3185765560,3,16,,,,
3185765483,2,10,1,4,4,4
3185764873,1,5,0,2,3,5
3185762985,3,15,1,4,1,4
3185762548,2,10,1,1,3,3
3185761410,0,8,0,4,5,3
3185761024,3,8,,,,
3185760319,0,3,1,1,5,2
3185759075,1,10,0,4,2,3
3185756061,3,7,0,2,4,3
3185753406,1,6,0,4,5,5
3185749764,0,11,1,4,1,2
3185749700,0,11,1,4,5,5
3185747596,0,13,1,4,5,3
3185747195,3,8,0,4,2,2
3185745440,3,12,1,2,2,3
3185745291,3,4,0,3,2,3
3185744410,1,12,1,4,3,3
3185743786,0,13,0,4,5,3
3185743642,0,11,,,,
3185741580,0,9,0,4,3,5
3185738698,0,8,0,4,3,3
3185738396,1,9,0,4,5,5
3185738227,3,5,0,2,5,5
3185738060,0,13,1,3,5,4
3185736942,2,6,0,4,3,5
3185734322,0,9,1,1,2,4
3185734161,1,10,0,4,3,3
3185734058,0,10,1,3,3,4
3185732878,2,9,1,4,2,2
3185730867,0,10,1,3,3,4
3185726462,1,10,1,3,5,4
3185722812,3,1,1,3,5,3
3185718153,2,15,1,3,4,5
3185715065,3,11,0,3,4,5
3185714061,2,5,0,3,3,5
3185713758,1,13,1,2,2,5
3185713592,0,11,1,2,3,5
3185713493,1,8,0,4,4,3
3185710500,0,6,0,2,3,3
3185709023,0,9,1,1,4,3
3185708971,1,10,1,2,2,2
3185706769,1,8,,,,
3185704185,1,12,1,1,5,3
3185702866,3,14,0,3,2,2
3185701971,0,12,0,4,5,3
3185701226,0,7,1,4,5,4
3185695644,0,14,1,4,2,4
3185695527,0,10,1,4,4,4
3185694124,2,11,1,1,2,5
3185693669,1,1,0,2,5,3
3185692567,0,9,,,,
3185691511,1,8,1,2,3,3
3185691428,3,11,1,1,3,5
3185684996,0,16,1,1,3,3
3185684524,3,7,0,3,4,4
3185682624,3,4,0,2,3,5
3185681739,0,11,0,4,3,4
3185677100,3,12,0,4,2,2
3185676626,2,15,1,4,2,3
3185675540,3,12,1,1,1,2
3185673969,0,6,1,4,1,2
3185670038,0,14,,,,
3185666343,0,18,1,3,2,3
3185661999,0,10,1,1,5,2
3185660644,0,13,1,1,2,4
3185658742,2,10,,,,
3185658466,2,13,1,2,5,3
3185657654,1,10,1,4,,4
3185654097,1,14,0,3,1,5
3185653121,1,11,1,3,3,4
3185652437,2,13,0,1,3,4
3185651361,0,9,1,1,2,4
3185647146,0,12,1,4,3,5
3185645004,2,12,0,4,5,5
3185644043,1,7,1,4,5,5
3185643465,2,12,1,3,2,4
3185641930,1,8,,,,
3185640670,3,8,0,2,2,3
3185640377,2,10,,,,
3185638318,1,7,,,,
3185638251,2,13,0,1,1,3
3185637028,0,8,1,3,3,3
3185635904,0,10,1,1,2,3
3185635321,0,16,0,1,5,2
3185633513,2,7,0,3,3,4
3185633289,1,6,,,,
3185631560,3,9,1,3,5,5
3185631554,1,13,0,1,5,4
3185630132,0,12,0,3,2,3
3185629541,2,7,0,3,3,4
3185629312,0,12,0,4,3,3
3185627664,1,12,1,3,3,3
3185625647,3,9,0,3,3,3
3185625000,2,7,0,4,4,3
3185624444,1,12,1,4,4,5
3185623858,0,12,1,3,4,4
3185621684,1,8,0,2,3,4
3185621320,0,9,0,1,1,5
3185620510,1,11,1,4,3,5
3185618424,2,7,,,,
3185617494,0,7,1,4,3,3
3185616594,3,10,1,1,1,3
3185615951,3,9,0,3,5,4
3185613267,2,9,,,,
3185611736,0,8,,,,
3185611707,0,6,,,,
3185609399,3,11,,,,
3185607517,2,11,0,3,4,5
3185606352,2,18,0,1,5,4
3185604570,2,10,0,3,3,2
3185604280,2,1,0,1,,
3185604125,2,7,0,3,5,5
3185603461,0,7,0,1,4,3
3185601825,0,12,1,3,4,5
3185601701,0,10,0,3,3,5
3185600394,2,11,,,,
3185600254,0,5,1,3,4,3
3185599292,0,16,0,1,5,4
3185599039,1,10,1,3,5,5
3185597129,2,5,1,2,2,2
3185590743,2,8,,,,
3185589118,2,10,0,4,4,5
3185585887,0,6,0,3,4,3
3185582860,0,5,0,2,4,5
3185582405,1,14,,,,
3185582083,0,9,0,3,1,4
3185582062,0,5,0,1,4,4
3185579828,1,13,0,1,2,4
3185578307,0,6,1,4,3,4
3185575521,0,11,1,4,3,5
3185572454,1,7,1,3,4,3
3185570868,2,10,1,3,4,5
3185570355,1,11,1,3,1,4
3185567442,0,14,1,1,2,3
3185567439,0,8,0,1,3,4
3185566217,2,2,1,1,2,3
3185562760,2,7,,,,
3185562428,0,13,0,3,5,3
3185562307,2,8,0,2,2,4
3185561917,0,13,0,2,3,4
3185560472,0,11,0,2,5,5
3185559924,2,13,1,3,4,4
3185559190,3,9,1,1,4,4
3185559158,2,13,0,2,1,3
3185557594,1,11,0,1,5,4
3185556727,0,14,1,3,5,4
3185554946,3,8,1,3,5,3
3185549879,3,7,0,3,4,4
3185549763,3,13,1,1,1,3
3185549197,0,11,0,2,5,5
3185548334,3,11,0,1,3,5
3185547633,0,8,0,2,2,4
3185547189,0,8,1,3,5,4
3185546707,1,11,0,3,5,4
3185545961,3,9,0,2,5,3
3185542785,3,7,0,3,3,1
3185541187,1,9,0,1,1,3
3185539562,0,9,0,1,3,3
3185539336,0,9,0,4,3,3
3185538342,1,1,0,4,2,2
3185537370,2,5,1,3,,3
3185536340,1,7,0,3,3,3
3185534814,0,5,1,2,2,5
3185534487,0,11,1,4,4,4
3185533328,1,10,1,3,5,5
3185531949,0,19,0,1,3,4
3185531200,0,6,1,3,4,5
3185528706,2,14,0,3,3,4
3185527107,1,6,,,,
3185526585,2,11,1,1,1,4
3185525966,0,10,0,3,3,4
3185521274,0,10,0,2,4,4
3185520303,0,7,1,1,3,4
3185518917,3,7,0,3,3,3
3185518898,3,7,0,2,5,4
3185517725,0,13,0,3,4,5
3185514718,0,5,0,3,3,4
3185513796,2,8,0,3,5,3
3185512088,0,7,1,3,3,4
3185511609,2,5,1,3,3,4
3185511216,0,15,0,2,5,4
3185510186,0,11,0,1,3,4
3185507065,0,11,0,4,3,3
3185506946,1,6,0,3,2,4
3185506058,0,13,1,3,2,3
3185503464,2,7,0,2,2,3
3185503134,3,9,0,3,2,4
3185502716,3,12,0,2,5,5
3185501826,0,10,0,2,3,4
3185501600,3,6,0,3,5,4
3185501550,1,11,1,4,4,3
3185499215,0,10,0,3,5,3
3185496505,3,12,0,2,2,5
3185492326,2,9,0,3,5,4
3185489739,0,6,0,3,3,3
3185485043,0,9,,,,
3185484461,0,6,,,,
3185483716,1,10,1,4,5,5
3185483218,3,8,1,4,3,4
3185482451,1,10,0,4,4,5
3185480144,0,7,0,3,1,4
3185477239,0,9,0,1,2,4
3185476245,0,4,1,3,3,4
3185472037,3,10,1,3,5,3
3185471489,2,5,1,3,3,3
3185470178,0,12,0,4,3,3
3185469937,1,11,1,2,5,4
3185468559,2,12,1,2,2,5
3185465510,2,12,0,3,1,2
3185464969,0,10,0,3,5,4
3185462346,0,6,0,2,3,5
3185460277,0,7,0,3,3,4
3185459925,0,7,0,1,2,4
3185459069,0,4,1,4,2,2
3185456493,0,11,0,2,3,5
3185454085,0,12,1,4,2,3
3185452141,1,11,1,2,4,2
3185449717,0,10,,,,
3185448545,0,17,0,1,1,4
3185448442,1,13,0,2,2,3
3185443402,0,1,0,2,3,3
3185443381,3,6,0,4,4,5
3185440537,0,9,1,1,5,4
3185437458,1,17,,,,
3185436413,2,9,0,3,3,4
3185434280,2,13,0,1,2,5
3185433312,0,12,1,3,3,3
3185433224,3,9,0,3,5,4
3185431102,2,7,0,2,5,4
3185430012,1,16,1,3,3,3
3185426581,3,7,,,,
3185426579,0,15,1,4,5,4
3185425436,1,10,1,2,3,4
3185420792,0,9,0,1,5,4
3185413883,0,11,,,,
3185411226,2,7,0,4,1,3
3185409377,0,7,1,3,5,3
3185407582,0,1,0,1,,
3185406303,2,9,0,3,3,4
3185403687,0,7,1,3,3,3
3185399840,0,15,0,3,5,4
3185399644,1,13,0,3,3,2
3185399641,0,14,,,,
3185395265,3,4,0,2,1,5
3185391682,0,13,0,2,4,5
3185387843,2,12,1,4,5,3
3185387700,0,12,1,3,4,3
3185386455,0,10,0,3,3,5
3185386318,3,6,1,4,2,3
3185383399,0,11,,,,
3185380713,0,8,0,3,3,5
3185366358,1,13,0,3,5,4
3185365675,1,8,1,3,3,4
3185364933,1,9,0,2,4,4
3185359370,1,12,0,3,3,3
3185357373,0,15,,,,
3185355456,1,7,1,3,3,3
3185354733,3,6,0,3,2,3
3185354129,1,8,1,1,5,3
3185352987,1,8,0,3,2,2
3185328015,0,12,1,3,5,4
3185326496,2,8,0,3,2,3
3185323681,0,10,1,2,1,3
3185315140,0,10,1,2,2,3
3185314195,0,13,0,3,1,3
3185312511,1,8,0,2,3,3
3185311552,0,14,0,3,4,5
3185311311,0,5,1,2,4,5
3185310804,0,8,0,2,3,4
3185305099,1,9,1,3,3,4
3185304976,0,1,0,3,2,5
3185227428,0,9,1,2,3,2
3185218489,1,7,1,1,3,2
3185205316,0,9,0,3,1,3
3185201294,2,10,1,4,2,4
3185165935,3,13,1,1,5,2
3185165254,0,11,0,4,3,4
3185154381,2,10,1,1,1,5
3185154074,0,12,1,2,5,3
3185147526,0,11,1,2,2,3
3185144755,3,1,,,,
3185137442,0,10,0,3,3,3
3185136936,2,4,,,,
3185136605,3,7,0,3,3,4
3185136209,0,12,1,3,4,2
3185134051,0,5,1,2,1,3
3185129419,3,10,1,3,1,3
3185129122,0,15,0,1,3,3
3185128992,1,10,1,2,2,3
3185123124,0,11,1,2,5,4
3185121762,2,6,0,3,2,5
3185121239,0,10,1,4,2,4
3185117133,0,6,1,2,1,1
3185116005,0,16,0,4,3,5
3185106644,2,2,,,,
3185100480,0,7,1,2,5,5
3185099766,0,15,1,2,2,4
3185097294,2,13,1,2,1,2
3185096283,1,8,0,2,3,3
3185090285,0,3,1,4,5,5
3185088061,0,6,1,2,2,3
3185085012,0,14,1,3,3,3
3185084254,0,11,1,3,5,5
3185084094,0,13,1,2,2,5
3185083634,2,5,0,1,5,2
3185081553,2,14,0,3,3,3
3185075984,0,4,0,2,5,5
3185072410,2,8,,,,
3185071881,2,5,,,,
3185070040,0,5,1,4,5,4
3185068513,2,5,0,2,5,3
3185068217,2,6,,,,
3185068091,2,6,0,4,2,5
3185066476,1,10,1,2,3,3
3185066026,3,7,,,,
3185064938,1,5,0,4,4,3
3185064753,0,7,0,4,2,4
3185062400,0,10,1,3,5,3
3185062034,0,8,,,,
3185060479,0,12,1,2,2,3
3185060438,2,4,0,2,2,3
3185054323,2,12,1,4,5,5
3185054322,1,11,1,3,3,4
3185054229,0,12,0,2,3,3
3185051724,0,15,1,4,5,5
3185050548,3,6,0,3,1,3
3185050302,0,9,1,3,,5
3185047508,0,7,1,4,3,3
3185046785,2,1,0,3,1,2
3185043928,0,6,1,3,1,5
3185043158,3,9,1,3,3,3
3185041431,0,14,1,2,2,3
3185040951,1,10,,,,
3185040032,0,11,0,4,3,5
3185039229,0,9,1,2,5,4
3185034612,2,14,0,2,3,5
3185033742,2,3,1,3,1,3
3185033127,3,13,1,3,3,5
3185032857,2,8,1,4,5,5
3185032699,2,10,1,1,3,4
3185032469,3,6,0,3,1,3
3185032170,2,12,0,2,5,2
3185031373,2,10,0,3,5,3
3185031220,0,14,1,4,3,5
3185030944,1,4,0,2,5,3
3185030608,0,4,1,2,3,2
3185026739,0,1,1,3,1,2
3185025763,2,5,0,2,3,3
3185025730,2,12,1,4,5,5
3185023008,1,11,1,1,5,2
3185021063,3,13,1,3,5,5
3185020382,2,10,1,4,3,5
3185019827,3,5,0,3,2,1
3185017226,3,8,0,3,1,3
3185017201,0,5,1,4,4,5
3185014448,3,1,,,,
3185013658,0,3,0,4,5,4
3185011670,1,6,1,3,3,2
3185011627,3,8,0,3,4,3
3185011044,1,8,1,4,2,4
3185010781,0,10,1,4,5,5
3185010269,3,11,0,2,1,3
3185009852,0,9,0,1,5,3
3185009531,0,3,,,,
3185009473,0,12,1,4,4,3
3185008647,0,11,0,2,3,3
3185008035,0,11,0,2,3,3
3185007630,0,12,1,4,3,5
3185007344,0,12,1,3,3,3
3185007142,1,5,1,3,5,3
3185005044,3,12,0,3,2,5
3185004482,0,8,1,4,5,5
3185003402,2,5,1,2,4,5
3185003366,1,6,1,2,4,4
3185003158,1,2,1,2,2,2
3185001306,3,11,0,4,5,5
3184999388,0,14,1,4,4,3
3184996803,3,11,1,1,1,3
3184996099,2,6,0,3,3,4
3184995150,0,6,1,4,4,4
3184995011,1,11,1,3,5,5
3184993916,3,10,1,3,5,4
3184990901,1,5,1,1,5,4
3184989742,0,9,1,3,3,3
3184988986,1,4,0,3,1,2
3184988346,2,13,0,4,2,5
3184988153,0,9,1,2,2,4
3184987391,3,13,1,3,1,4
3184987109,0,13,1,3,5,2
3184984117,3,6,1,1,3,2
3184982915,0,8,0,2,5,5
3184982725,0,11,1,3,5,5
3184982403,3,7,0,4,4,3
3184981447,1,13,0,4,5,5
3184981074,0,9,0,2,1,4
3184979770,1,6,,,,
3184979416,0,12,1,3,4,4
3184978470,0,20,0,1,1,3
3184978064,3,13,1,1,4,5
3184977302,0,7,0,4,1,5
3184976864,2,10,0,4,4,4
3184975991,0,15,0,4,2,4
3184974717,0,15,,,,
3184974642,0,17,1,1,1,3
3184973260,0,14,1,3,5,5
3184972822,3,1,1,1,1,1
3184971662,0,10,1,2,5,4
3184971464,1,13,1,2,2,4
3184971425,0,8,1,4,1,5
3184971267,1,6,,,,
3184970745,1,17,1,1,5,2
3184970735,0,15,,,,
3184970155,0,7,1,3,4,4
3184969347,3,7,1,2,5,3
3184968702,0,9,0,4,2,5
3184967903,1,14,1,2,1,2
3184967159,3,9,1,2,3,3
3184966239,3,8,1,1,2,3
3184964814,0,8,1,1,2,5
3184963796,1,9,,,,
3184962521,0,13,1,1,2,3
3184962009,0,7,1,1,5,3
3184960480,3,6,0,3,3,3
3184960059,0,7,1,1,5,4
3184958828,1,10,1,1,3,3
3184957849,0,8,,,,
3184956515,0,11,1,1,1,3
3184955614,0,5,1,2,5,5
3184955439,0,7,1,3,5,4
3184955352,3,12,1,2,5,5
3184953214,2,4,,,,
3184951536,2,1,1,3,5,5
3184951427,1,4,,,,
3184950318,0,5,0,3,3,2
3184949536,3,12,1,3,4,2
3184949516,2,13,1,4,3,5
3184949243,0,7,1,1,5,3
3184947980,0,12,1,1,3,4
3184947847,0,12,,,,
3184947556,0,14,1,4,4,4
3184947381,0,9,0,4,2,3
3184946687,0,15,1,2,3,4
3184946558,2,14,1,4,4,5
3184946307,3,7,1,2,3,3
3184944026,2,13,1,3,4,4
3184943368,1,4,0,2,3,5
3184943000,1,15,1,2,2,5
3184942560,0,3,0,1,1,3
3184942160,2,7,1,1,5,3
3184942082,1,15,1,3,4,4
3184941987,1,11,,,,
3184940950,3,10,1,1,5,3
3184940878,0,12,1,3,2,4
3184940340,0,7,1,2,1,4
3184937724,1,7,0,3,3,3
3184937554,0,6,0,1,1,3
3184937509,2,7,0,2,4,4
3184937041,1,10,0,2,2,3
3184936327,0,12,0,1,5,2
3184936309,0,10,1,4,2,5
3184936289,0,6,0,4,4,4
3184936014,0,12,1,1,5,4
3184933604,3,8,0,1,1,4
3184933194,0,10,,,,
3184929585,2,12,1,2,3,3
3184929412,1,11,0,3,5,5
3184928272,1,11,0,2,2,3
3184924300,2,11,0,4,3,2
3184923158,0,9,,,,
3184922549,3,11,1,4,3,4
3184921215,2,1,1,1,2,2
3184920407,0,12,1,3,4,4
3184920178,3,12,0,2,3,3
3184919001,0,15,0,2,1,4
3184918443,2,11,0,1,3,2
3184918276,1,7,0,1,4,3
3184915920,0,8,1,4,4,5
3184915766,2,11,0,4,3,3
3184914378,1,6,1,4,3,5
3184912339,2,13,0,3,4,3
3184911959,1,6,,,,
3184911647,1,7,0,2,2,3
3184910862,0,10,1,4,2,2
3184910623,0,9,0,3,1,4
3184910474,0,9,0,4,3,3
3184910273,3,13,0,3,5,5
3184909014,0,11,1,1,5,3
3184908254,0,16,1,4,1,3
3184907098,3,12,1,3,5,5
3184906931,1,13,,,,
3184906276,0,10,0,3,5,4
3184904159,1,13,1,2,2,3
3184903551,1,13,0,1,5,3
3184903532,3,1,1,3,3,2
3184902091,1,1,0,4,5,4
3184901651,2,6,1,4,3,3
3184901449,0,7,0,4,2,3
3184901279,0,8,0,2,2,5
3184901085,2,9,0,4,5,5
3184899674,2,11,0,1,2,2
3184899415,1,11,0,4,4,5
3184898985,1,10,1,1,2,4
3184898644,0,13,0,4,3,5
3184898422,0,11,0,1,3,4
3184897287,3,8,0,1,3,4
3184896960,2,10,0,1,4,4
3184895316,2,7,0,3,3,3
3184894593,2,13,,,,
3184894423,0,7,1,3,2,2
3184889801,0,15,,,,
3184889261,1,8,0,1,3,3
3184889073,1,10,1,4,3,3
3184888928,0,12,0,1,1,3
3184886079,1,12,0,1,1,4
3184885969,1,4,0,2,3,3
3184885125,2,9,1,3,3,5
3184883729,2,12,1,4,4,3
3184882718,0,15,0,4,3,4
3184881360,3,9,1,2,1,3
3184881338,1,6,,,,
3184880503,0,7,,,,
3184879798,1,12,1,4,5,5
3184879723,2,7,0,1,5,3
3184877604,1,8,0,2,3,3
3184876130,2,10,1,1,3,4
3184876092,3,7,0,1,2,3
3184872868,1,8,0,4,3,4
3184872119,0,11,0,3,5,5
3184871511,2,5,0,2,5,3
3184870383,2,11,0,4,5,2
3184870014,3,7,0,3,3,2
3184868834,0,9,0,4,5,5
3184868109,0,13,1,4,4,5
3184866463,1,3,0,4,3,3
3184863839,1,8,1,4,3,4
3184861972,2,6,0,1,1,3
3184859314,1,10,0,2,2,5
3184858614,1,3,0,3,2,3
3184858152,0,12,0,3,3,3
3184856888,2,13,0,4,1,2
3184856859,0,14,0,1,3,5
3184856498,0,7,1,1,5,4
3184856313,0,15,0,2,4,5
3184855156,0,14,1,1,3,2
3184854904,0,9,0,2,5,4
3184854221,0,12,0,3,5,5
3184854057,3,7,0,1,5,3
3184853505,0,10,1,1,4,3
3184853020,0,10,0,4,2,5
3184850354,2,1,1,2,5,4
3184850346,0,4,1,2,1,3
3184849300,3,6,0,2,4,3
3184849203,0,12,0,4,1,5
3184849085,1,17,0,4,1,4
3184848746,1,7,1,2,1,3
3184848354,3,11,0,1,4,4
3184848065,0,9,0,4,,5
3184847860,0,13,1,1,2,3
3184847630,0,6,1,1,1,3
3184847338,0,11,0,1,1,2
3184847259,2,8,1,3,4,4
3184846035,1,9,0,4,5,5
3184844254,1,8,0,2,3,3
3184843148,0,15,1,1,5,4
3184843008,1,2,0,3,5,4
3184839424,1,7,,,,
3184839386,0,17,,,,
3184837800,1,11,0,3,5,4
3184837211,1,11,1,3,5,4
3184837107,2,13,1,1,3,4
3184836763,1,15,1,1,5,3
3184836701,0,13,0,2,2,5
3184835893,0,14,1,4,4,3
3184835100,0,10,0,4,3,4
3184835032,2,8,,,,
3184834965,2,11,1,2,4,5
3184833883,0,9,1,4,3,5
3184833322,0,8,0,4,5,3
3184832718,3,15,0,2,2,2
3184832245,0,12,0,1,3,4
3184830408,0,5,1,1,2,3
3184827144,1,12,1,4,2,5
3184826852,3,6,1,3,3,5
3184825019,1,10,0,1,5,5
3184823928,0,12,0,4,2,4
