RespondentID,SouthernID,HowManySouthernStates ,Male,Age,HouseholdIncome,Education
3187283557,0,11,1,1,5,2
3187283241,3,12,1,2,3,4
3187280944,2,7,1,3,3,4
3187280793,1,7,1,2,3,4
3187280314,2,1,,,,
3187276508,2,10,0,4,,3
3187276409,0,10,0,1,5,3
3187276346,2,12,0,4,5,5
3187272607,2,12,0,3,,4
3187272097,2,16,1,4,4,5
3187271237,1,9,,,,
3187270625,1,7,0,4,3,5
3187269854,3,5,0,4,1,3
3187268215,2,11,0,4,2,5
3187263197,3,7,0,4,2,2
3187262806,3,11,1,3,2,3
3187262530,2,15,1,1,1,4
3187262439,3,11,0,2,2,2
3187261769,2,9,0,4,3,3
3187258820,0,7,1,1,,
3187257168,3,11,1,1,5,2
3187255378,3,5,0,3,5,4
3187255143,0,11,0,4,1,4
3187254018,2,11,,,,
3187253130,3,7,1,4,4,2
3187252180,0,12,0,2,5,5
3187250342,2,9,1,2,3,4
3187249787,3,1,0,4,3,2
3187249333,1,9,0,4,2,5
3187247436,3,9,1,3,5,5
3187247270,1,8,,,,
3187246136,3,3,,,,
3187244231,0,17,0,4,5,3
3187242728,1,10,1,2,3,4
3187241094,2,9,0,1,5,2
3187236062,0,11,0,4,3,4
3187234128,0,8,0,1,4,2
3187233794,3,13,0,3,3,2
3187231978,2,10,0,3,2,4
3187225353,2,13,0,4,5,3
3187222913,2,4,1,1,2,2
3187222877,1,9,0,4,2,4
3187221878,3,6,1,1,2,3
3187221129,3,11,1,4,3,5
3187220246,1,10,1,2,2,3
3187214888,1,11,1,3,5,3
3187214811,3,12,0,2,4,5
3187214464,3,9,1,3,5,3
3187213826,0,8,1,1,5,4
3187213500,1,7,,,,
3187212040,3,9,0,4,4,4
3187208625,3,8,0,4,5,2
3187208505,2,9,0,2,2,3
3187207492,2,12,1,1,1,3
3187207017,3,8,0,2,5,4
3187205522,2,6,1,2,3,4
3187205442,0,14,1,4,3,5
3187205203,1,9,0,4,3,3
3187203394,0,12,1,3,2,3
3187203056,2,11,1,3,4,5
3187201746,1,13,0,4,4,5
3187197011,3,11,0,2,5,4
3187193221,0,10,1,4,3,3
3187192704,3,7,0,2,5,4
3187190075,2,9,1,2,5,3
3187188452,2,10,1,2,2,3
3187186806,3,12,0,4,5,3
3187186483,3,10,1,3,1,3
3187186362,3,7,,,,
3187185796,0,10,0,3,5,3
3187185057,0,11,0,4,1,4
3187184071,3,6,0,3,5,4
3187179266,2,3,1,2,3,4
3187179070,2,13,1,4,5,5
3187178989,0,9,0,4,4,4
3187176279,2,7,0,4,2,4
3187175256,3,11,0,4,1,4
3187172773,3,9,0,4,4,5
3187170973,1,12,0,1,5,3
3187167155,2,2,0,3,5,3
3187163271,1,8,,,,
3187161041,3,6,0,1,3,1
3187158362,3,9,0,4,2,3
3187157516,2,8,0,4,5,5
3187157262,3,8,0,3,4,4
3187151829,3,8,1,3,3,3
3187150324,2,9,0,4,5,4
3187149531,1,10,0,4,4,3
3187149262,0,11,0,4,3,5
3187148122,0,10,0,2,2,5
3187146634,3,10,1,1,2,5
3187146207,0,12,0,4,,5
3187140746,0,5,,,,
3187138830,1,13,1,3,5,5
3187131850,3,6,0,4,4,3
3187127945,2,13,0,4,,3
3187127929,2,10,0,4,5,3
3187125583,2,9,0,1,3,4
3187122954,0,6,1,1,3,4
3187121809,2,11,1,4,5,5
3187120939,0,8,0,2,5,4
3187119038,1,7,0,3,3,3
3187117603,3,11,0,4,3,2
3187116670,1,8,0,3,2,4
3187113599,0,5,0,3,3,4
3187113343,2,15,0,3,3,5
3187112597,0,7,0,3,5,3
3187108303,0,9,0,1,2,5
3187107564,2,6,0,4,4,3
3187103856,0,12,,,,
3187100186,3,13,1,4,5,5
3187099695,3,7,0,4,3,4
3187099195,0,10,0,4,5,5
3187096831,2,13,1,1,3,3
3187093746,2,9,1,3,1,2
3187090158,1,13,1,2,2,4
3187088952,3,12,0,3,3,3
3187086855,2,1,,,,
3187086520,2,9,1,2,5,3
3187085163,1,10,1,3,5,3
3187083223,3,7,,,,
3187081605,2,1,1,2,4,3
3187081056,1,8,1,1,3,4
3187079930,2,8,1,4,3,3
3187079433,3,4,0,4,5,4
3187078045,3,5,0,2,4,5
3187074940,0,12,0,4,3,5
3187070168,3,12,0,2,5,4
3187068366,0,6,,,,
3187068163,2,14,,,,
3187065990,2,11,1,3,3,3
3187065696,0,13,,,,
3187064654,1,11,0,3,2,5
3187062428,3,8,1,4,4,5
3187062015,1,12,0,4,,4
3187054518,3,11,0,1,4,2
3187050772,1,5,0,3,3,4
3187048412,0,13,0,1,1,2
3187047819,1,14,1,1,3,3
3187043722,3,12,0,3,5,5
3187043545,1,10,0,1,3,5
3187040711,0,9,1,1,1,3
3187037813,2,10,1,4,4,5
3187034662,2,10,1,4,4,4
3187032289,2,7,1,4,5,3
3187032135,2,8,0,3,,
3187024958,0,12,0,4,2,2
3187024835,3,12,0,4,5,3
3187018711,1,14,1,1,1,4
3187010870,3,1,1,4,2,4
3187007796,2,14,1,4,5,4
3187007626,3,9,0,3,2,5
3187006670,1,10,0,2,4,5
3187005425,1,9,1,1,2,4
3187003542,2,4,,,,
3186999386,2,11,0,2,3,4
3186997313,2,20,1,1,5,1
3186996956,1,6,1,4,5,5
3186990382,0,7,1,1,1,3
3186989065,2,11,0,1,1,1
3186988328,2,1,1,1,5,2
3186987825,1,11,1,2,1,4
3186983763,3,10,1,4,1,4
3186983617,3,18,1,3,1,2
3186975755,3,8,,,,
3186975529,3,1,1,3,4,4
3186968832,0,1,1,1,5,
3186966862,2,10,1,4,3,5
3186963208,3,10,0,3,1,4
3186961073,1,7,0,3,3,5
3186957144,2,7,1,2,2,3
3186955204,2,10,0,2,5,4
3186954750,1,8,0,3,4,4
3186950805,0,6,1,2,4,4
3186949358,1,10,1,3,5,4
3186948462,2,11,1,3,5,4
3186946040,3,7,0,1,5,4
3186940978,2,16,0,1,3,3
3186940348,3,11,1,1,5,4
3186939679,1,4,0,3,5,2
3186931092,3,11,1,1,1,3
3186926227,1,5,1,2,2,3
3186926168,1,18,0,1,4,4
3186925771,2,7,0,2,2,3
3186925549,2,3,0,2,5,3
3186924884,3,8,0,2,,
3186924586,3,10,1,2,2,3
3186924213,3,11,1,2,2,2
3186918137,2,10,1,1,4,3
3186915196,1,14,1,1,5,2
3186911067,0,5,0,3,5,3
3186910339,2,15,1,1,2,3
3186909038,2,10,1,1,1,3
3186908994,1,5,1,1,2,3
3186907645,3,15,0,1,5,3
3186907514,3,15,,,,
3186904902,2,14,0,1,5,3
3186901677,0,11,1,4,5,5
3186897689,0,17,1,1,5,3
3186890534,1,11,1,2,2,3
3186890366,3,8,1,4,2,2
3186889513,0,11,1,1,3,4
3186887571,1,12,0,4,4,5
3186887174,2,11,1,2,3,3
3186887119,2,7,0,4,4,5
3186886351,3,10,0,4,3,5
3186882590,2,12,0,3,3,5
3186880197,1,9,1,4,2,3
3186877381,0,9,1,2,5,5
3186877377,0,11,0,3,5,5
3186873176,3,11,1,2,5,5
3186872006,0,11,1,4,4,4
3186870533,2,11,,,,
3186870511,2,11,,,,
3186868594,3,12,0,1,4,3
3186866929,1,10,1,4,2,5
3186865367,2,10,1,3,4,3
3186865178,2,10,1,2,3,5
3186865098,3,11,1,3,5,5
3186864161,0,10,0,2,5,5
3186857385,1,6,1,3,4,5
3186854295,2,15,1,1,1,4
3186852559,1,10,1,3,3,4
3186851093,2,8,1,1,2,4
3186848827,3,1,,,,
3186846935,3,13,0,2,,
3186846050,3,14,1,4,2,3
3186845060,3,9,1,2,1,4
3186843584,3,13,1,3,5,4
3186841748,1,6,1,3,3,4
3186841335,0,10,1,2,3,5
3186837783,1,5,1,2,3,3
3186837253,1,8,1,3,3,5
3186835739,2,12,1,4,4,5
3186834781,0,14,1,3,3,5
3186831424,0,14,1,1,1,5
3186827493,2,11,1,3,5,3
3186826158,1,9,1,1,5,4
3186824357,3,11,1,3,1,3
3186819049,2,7,,,,
3186818883,2,8,0,3,5,5
3186818228,2,9,1,3,5,3
3186816843,0,10,1,4,3,5
3186814697,0,12,0,4,3,2
3186814559,0,13,1,4,5,5
3186809337,3,9,0,1,2,4
3186807134,1,7,0,1,2,5
3186805770,3,7,0,2,1,4
3186804485,2,8,1,1,2,3
3186802189,0,11,1,4,5,4
3186799964,0,14,0,2,5,5
3186798292,1,12,0,4,2,4
3186797336,3,8,0,4,4,5
3186791032,0,12,0,4,,4
3186789154,1,10,1,4,5,5
3186787866,3,8,1,1,3,3
3186786281,1,6,0,3,5,4
3186782840,3,11,0,4,1,3
3186782585,0,11,1,1,1,4
3186775124,1,14,0,3,5,5
3186768267,3,7,0,2,1,3
3186767108,2,9,1,1,2,5
3186763666,3,7,0,3,5,4
3186763025,0,8,0,4,5,5
3186761176,0,13,1,3,3,5
3186756428,0,14,1,1,2,5
3186756399,0,6,1,2,5,3
3186754371,2,9,1,1,2,4
3186752967,2,11,0,3,1,3
3186751827,1,12,0,1,1,4
3186740586,2,8,,,,
3186740513,0,7,0,3,2,5
3186740327,3,9,1,4,4,4
3186738718,1,10,0,3,2,5
3186736466,2,7,,,,
3186733012,3,8,0,4,5,2
3186731169,3,14,1,2,4,4
3186729131,3,1,1,1,3,4
3186727807,0,2,,,,
3186726364,2,11,0,2,5,4
3186725586,2,13,1,1,2,4
3186724406,3,7,1,2,3,4
3186721022,3,11,0,4,2,5
3186720273,3,9,1,4,5,4
3186717462,0,11,0,4,3,4
3186717280,3,13,0,3,3,5
3186716259,1,9,1,3,3,5
3186714758,1,5,0,3,3,3
3186713918,3,9,0,2,5,3
3186709539,2,12,1,3,3,5
3186709014,3,7,1,3,4,3
3186707676,0,7,1,2,3,4
3186702665,1,12,0,2,3,4
3186700838,3,1,1,3,3,5
3186700295,2,7,0,3,5,4
3186700132,3,9,1,4,5,4
3186700130,1,8,0,4,3,4
3186697491,0,5,1,3,3,4
3186697320,1,9,0,1,4,4
3186697096,3,11,0,2,5,3
3186694853,2,5,0,3,3,5
3186692069,3,8,0,4,5,3
3186690065,2,10,0,4,4,3
3186689239,2,9,,,,
3186684365,1,12,1,4,4,3
3186677333,3,9,0,2,4,4
3186676675,1,11,0,4,1,3
3186668061,1,5,,,,
3186662397,2,7,1,3,3,4
3186659663,3,12,1,1,1,4
3186652204,3,7,1,3,3,2
3186648337,0,8,0,2,1,3
3186647770,1,10,1,1,2,4
3186646075,1,11,1,4,1,3
3186646050,3,7,0,4,5,4
3186644275,3,11,0,1,5,4
3186638476,3,7,1,1,2,3
3186634622,1,13,1,3,5,4
3186633434,3,10,0,2,3,4
3186630838,3,8,1,4,3,4
3186630756,3,14,1,3,1,2
3186627159,2,10,1,1,2,3
3186626601,0,12,1,2,4,2
3186620547,2,11,1,2,5,3
3186609031,3,10,1,2,4,4
3186607571,2,14,1,2,3,4
3186607357,1,12,1,3,4,3
3186599141,0,16,1,3,3,4
3186597638,3,14,0,3,,
3186595327,3,3,1,2,2,2
3186595192,2,5,0,2,5,4
3186593823,2,14,0,4,3,3
3186592025,3,9,0,4,3,2
3186588837,2,14,1,2,3,2
3186584991,3,5,,,,
3186584022,2,1,1,4,4,3
3186583351,1,11,0,4,3,3
3186578040,0,15,0,3,3,3
3186576038,2,4,1,2,4,5
3186572641,3,9,1,3,5,5
3186571544,1,8,1,3,1,4
3186571439,3,1,1,3,5,4
3186559280,2,4,1,3,2,2
3186554991,2,13,1,3,4,5
3186547772,3,12,0,1,2,4
3186543682,3,6,,,,
3186534370,3,12,0,3,3,3
3186533467,3,10,1,2,3,5
3186531432,3,12,0,4,4,4
3186528411,1,4,0,3,5,2
3186522537,3,11,1,4,4,4
3186521129,2,6,0,4,5,5
3186518551,3,11,1,4,4,4
3186516578,3,8,0,2,5,4
3186513718,0,14,1,2,4,4
3186511696,2,8,0,1,2,3
3186507935,2,9,1,2,1,4
3186502570,3,6,,,,
3186499778,1,4,1,3,5,4
3186499368,3,9,0,1,1,4
3186496447,0,13,0,3,2,4
3186496365,3,3,,,,
3186495927,0,12,0,4,3,5
3186495431,2,9,1,1,3,4
3186494213,2,7,1,2,4,4
3186493683,2,6,0,2,3,4
3186493130,2,9,0,1,2,4
3186482495,3,7,0,4,3,3
3186481144,1,12,1,1,5,2
3186474368,1,5,0,4,5,5
3186474281,0,7,1,3,1,4
3186469506,3,9,0,1,5,3
3186469274,2,12,1,3,4,4
3186467141,3,12,1,4,4,5
3186466139,2,3,1,2,1,5
3186465862,2,7,0,2,3,3
3186464562,3,2,1,1,3,3
3186459401,1,9,1,1,5,4
3186455455,2,12,,,,
3186454667,0,10,1,1,1,4
3186447267,3,1,0,3,4,5
3186444576,0,4,1,1,5,3
3186438446,3,7,1,4,3,5
3186438331,3,12,1,3,4,3
3186438187,3,7,,,,
3186436065,3,9,0,4,,
3186436040,3,10,0,1,5,4
3186435343,0,10,0,3,3,5
3186433633,2,5,0,3,3,5
3186431610,1,9,0,1,5,3
3186429521,1,9,1,1,5,3
3186423434,1,8,,,,
3186421303,1,7,1,4,5,5
3186420567,3,11,0,4,2,3
3186418940,2,12,,,,
3186417802,3,11,1,3,5,5
3186412712,0,1,1,1,1,3
3186408171,1,8,0,3,5,3
3186401326,3,7,0,3,3,3
3186400428,0,11,0,4,5,3
3186398706,2,11,1,2,3,5
3186395303,0,1,0,1,5,3
3186389288,2,12,1,1,3,4
3186388597,3,10,1,1,3,4
3186386974,1,9,0,3,5,4
3186382743,3,9,0,3,2,4
3186378411,1,8,1,2,4,5
3186378227,1,14,1,3,4,5
3186377110,3,14,1,4,5,5
3186372384,1,9,0,3,5,5
3186364328,2,8,,,,
3186360923,3,6,0,2,3,4
3186359463,1,12,1,4,4,4
3186355397,2,9,1,3,3,4
3186345090,2,13,0,3,5,5
3186344528,2,10,1,3,5,5
3186343824,1,12,,,,
3186342992,3,7,0,3,3,5
3186339170,3,7,1,2,1,4
3186330598,2,7,1,2,5,5
3186328339,2,8,1,4,3,4
3186324500,1,13,1,4,2,3
3186321454,0,20,1,2,2,4
3186318102,0,8,1,4,2,5
3186317656,2,13,1,1,4,4
3186316672,2,10,1,2,5,5
3186314294,0,8,0,1,2,3
3186313882,0,11,1,4,5,5
3186307200,2,6,0,1,5,4
3186306508,3,11,1,2,2,4
3186303361,3,12,1,2,1,4
3186300577,2,13,0,4,2,4
3186297235,0,2,0,3,1,2
3186294785,3,11,1,3,4,3
3186293586,3,8,1,2,3,3
3186284143,3,9,1,3,3,5
3186283484,2,6,1,3,5,4
3186279126,1,7,1,4,4,4
3186272970,0,6,,,,
3186268791,3,7,0,1,2,5
3186266044,2,14,1,1,2,4
3186256496,0,6,1,3,5,3
3186253804,0,13,0,2,5,5
3186252042,1,10,0,4,3,5
3186251995,0,22,0,4,3,3
3186247244,3,9,1,1,5,3
3186246259,1,11,0,4,4,5
3186244640,0,8,1,4,3,5
3186244290,3,10,1,3,5,3
3186243177,1,12,1,4,3,5
3186241318,2,9,1,3,3,5
3186239926,0,9,1,4,5,5
3186238183,2,11,0,4,4,4
3186236705,3,1,1,3,4,5
3186234947,3,12,1,2,2,4
3186233897,3,8,0,3,5,5
3186229446,3,14,1,3,3,3
3186226070,2,9,1,2,4,3
3186225338,1,13,0,4,5,5
3186223711,2,15,0,1,3,4
3186221685,3,10,0,1,1,4
3186217900,2,8,0,4,5,5
3186217837,2,8,0,2,3,4
3186217249,3,3,0,4,3,4
3186216510,2,8,1,4,3,5
3186216365,2,5,0,4,3,3
3186212527,0,13,1,3,5,5
3186212167,2,9,1,3,5,3
3186211781,1,7,1,3,4,4
3186210445,1,8,1,3,2,5
3186209388,0,10,1,2,4,4
3186208388,3,9,0,2,2,3
3186207350,1,14,1,2,5,4
3186207048,0,9,1,2,3,3
3186204091,0,9,0,2,4,3
3186203980,0,11,1,4,1,5
3186202248,0,13,0,4,5,5
3186198419,1,4,0,1,3,5
3186198297,2,10,0,4,5,4
3186197761,1,7,1,4,5,5
3186196754,3,1,0,4,1,2
3186194021,0,10,0,4,3,5
3186192642,0,7,0,4,3,4
3186191501,2,9,0,4,2,4
3186190342,0,12,1,4,2,5
3186185127,1,7,1,4,1,4
3186184177,2,11,1,3,5,5
3186178573,1,13,0,4,5,5
3186172001,3,9,,,,
3186170580,3,10,1,2,2,2
3186168764,2,10,1,4,,4
3186166122,3,8,1,4,3,5
3186162912,3,10,1,4,3,5
3186160191,3,11,1,2,1,4
3186158987,0,10,1,1,4,3
3186157184,1,13,1,1,3,4
3186155350,0,10,1,3,5,3
3186149701,3,8,0,3,1,2
3186147489,1,16,0,1,1,3
